subject_label,vocab_label,subject_id,subject_uri,vocab_identifier,cosine_score,ce_score,has_definition
sum cations,cation sum,163752,,https://w3id.org/eusoilvoc#CationSum,0.9601,0.9994,True
ammonium nitrogen,nitrogen total,163765,,https://w3id.org/eusoilvoc#NitrogenTotal,0.784,0.8232,True
conductivity,soil electrical conductivity,163774,,https://w3id.org/eusoilvoc#SoilElectricalConductivity,0.6166,0.8685,True
compostos orgànics,soil organic components,163815,,https://w3id.org/eusoilvoc#SoilOrganicComponents,0.6171,0.7461,False
flow intermittence,interflow,163848,,https://w3id.org/eusoilvoc#Interflow,0.5578,0.6959,False
gas-exchange,soil gaseous exchange,163884,,https://w3id.org/eusoilvoc#SoilGaseousExchange,0.5943,0.7558,False
fulvic acids,FulAcidC_unk,163903,,https://w3id.org/eusoilvoc#organicMatterProcedure-FulAcidC_unkn,0.6634,0.9391,True
fulvic-acids,FulAcidC_unk,163908,,https://w3id.org/eusoilvoc#organicMatterProcedure-FulAcidC_unkn,0.7251,0.9519,True
nitrogen fixation,biological nitrogen fixation,163913,,https://w3id.org/eusoilvoc#BiologicalNitrogenFixation,0.9192,0.9999,True
sustainable land management,land use,163920,,https://w3id.org/eusoilvoc#LandUse,0.7915,0.7836,True
bulk-density,bulk density mineral,163938,,https://w3id.org/eusoilvoc#BulkDensityMineral,0.7263,0.9974,True
land-use change,land use,163948,,https://w3id.org/eusoilvoc#LandUse,0.8547,0.9687,True
waste management and disposal,waste disposal,163963,,https://w3id.org/eusoilvoc#WasteDisposal,0.9657,0.9818,True
"land use, land-use change and forestry",land use,164019,,https://w3id.org/eusoilvoc#LandUse,0.7613,0.9955,True
degradación de tierras,soil degradation,164050,,https://w3id.org/eusoilvoc#SoilDegradation,0.9218,0.9753,True
santé des sols,soil health,164062,,https://w3id.org/eusoilvoc#SoilHealth,0.8857,0.9979,True
salud de los suelos,soil health,164064,,https://w3id.org/eusoilvoc#SoilHealth,0.9007,0.9969,True
soil physical-properties,soil physical properties,164074,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,0.9681,0.9956,True
soil organic carbon dynamics,soil carbon density,164088,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.8537,0.9946,True
crop yields,crop yield,164112,,https://w3id.org/eusoilvoc#CropYield,0.9879,0.9998,True
plant productivity,soil productivity,164172,,https://w3id.org/eusoilvoc#SoilProductivity,0.7831,0.9598,True
2511.02 biología de suelos,soil biological properties,164189,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,0.8482,0.6991,True
soil microbial ecology,soil microfauna,164206,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9448,0.8964,True
umweltatlas,environmental factors,164235,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.9399,0.6497,True
bodenfunktionskriterien,soil functions,164237,,https://w3id.org/eusoilvoc#SoilFunctions,0.5945,0.8733,True
schadstoffbindungsvermögen,cation exchange capacity,164243,,https://w3id.org/eusoilvoc#CationExchangeCapacity,0.7053,0.9364,True
soil functions data - /documentspublications,soil functions,164255,,https://w3id.org/eusoilvoc#SoilFunctions,0.8337,0.8915,True
soil threats data,soil threats,164257,,https://w3id.org/eusoilvoc#SoilThreats,0.9248,0.9992,True
actual evapotranspiration,evapotranspiration,164259,,https://w3id.org/eusoilvoc#Evapotranspiration,0.9681,0.9518,True
soil functions data - /resource-type/soil-threats-data,soil functions,164278,,https://w3id.org/eusoilvoc#SoilFunctions,0.8606,0.6303,True
cec (cation exchange capacity),cation exchange capacity effective,164279,,https://w3id.org/eusoilvoc#CationExchangeCapacityEffective,0.7814,1.0,True
soil threats data - /documentspublications,soil threats,164282,,https://w3id.org/eusoilvoc#SoilThreats,0.851,0.9363,True
ecosystem functions,ecosystem services,164287,,https://w3id.org/eusoilvoc#EcosystemServices,0.789,0.9164,True
soil governance,soil management,164290,,https://w3id.org/eusoilvoc#SoilManagement,0.9104,0.8861,True
soil degradation processes,soil chemical degradative processes,164291,,https://w3id.org/eusoilvoc#SoilChemicalDegradativeProcesses,0.9227,0.982,False
soil functions data,soil functions,164292,,https://w3id.org/eusoilvoc#SoilFunctions,0.9401,0.9927,True
calcium carbonate,total carbonate equivalent,164340,,https://w3id.org/eusoilvoc#TotalCarbonateEquivalent,0.7412,0.975,True
boring,boron,164355,,https://w3id.org/eusoilvoc#Boron,0.4405,0.6967,True
suoli,soil,164372,,https://w3id.org/eusoilvoc#Soil,0.9367,0.9666,True
zn,zinc,164391,,https://w3id.org/eusoilvoc#Zinc,0.8153,0.7807,True
bodemkunde,soil,164409,,https://w3id.org/eusoilvoc#Soil,0.838,0.7846,True
bodem,soil,164421,,https://w3id.org/eusoilvoc#Soil,0.7028,0.6056,True
bodemeenheden,soil properties,164426,,https://w3id.org/eusoilvoc#SoilProperties,0.6336,0.7052,True
organischer kohlenstoffvorrat,soil organic carbon loss,164440,,https://w3id.org/eusoilvoc#SOCLoss,0.7153,0.657,False
effektive kationenaustauschkapazitäten,cation exchange capacity effective,164444,,https://w3id.org/eusoilvoc#CationExchangeCapacityEffective,0.7839,1.0,True
bodenformen,soil structure,164449,,https://w3id.org/eusoilvoc#SoilStructure,0.8098,0.7377,True
körnung,slope,164472,,https://w3id.org/eusoilvoc#Slope,0.5748,0.6917,True
stammnährkraftstufe,soil hydraulic conductivity,164480,,https://w3id.org/eusoilvoc#SoilHydraulicConductivity,0.5557,0.724,True
grondwaterspiegeldiepte,groundwater depth,164495,,https://w3id.org/eusoilvoc#GroundwaterDepth,0.841,0.9262,True
wdm,VMC_d-ww,164498,,https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d-ww,0.6286,0.988,True
speicherung,waste disposal,164511,,https://w3id.org/eusoilvoc#WasteDisposal,0.5595,0.7255,True
wasserhaushalt,water quality,164525,,https://w3id.org/eusoilvoc#WaterQuality,0.8583,0.9877,True
terreno,soil,164533,,https://w3id.org/eusoilvoc#Soil,0.9418,0.6989,True
bodenrichtwertzonen,soil quality,169439,,https://w3id.org/eusoilvoc#SoilQuality,0.8514,0.6672,True
dipartimento,inputs,166623,,https://w3id.org/eusoilvoc#Inputs,0.8355,0.6651,True
elevaciones,slope,169447,,https://w3id.org/eusoilvoc#Slope,0.8191,0.6185,True
basensättigung,base saturation,166675,,https://w3id.org/eusoilvoc#BaseSaturation,0.8836,0.9971,True
atmospheric conditions,weather,166693,,https://w3id.org/eusoilvoc#Weather,0.905,0.8877,True
bodem,soil,164561,,https://w3id.org/eusoilvoc#Soil,0.7028,0.6056,True
soil layer,soil,164571,,https://w3id.org/eusoilvoc#Soil,0.9015,0.9871,True
metals and elements,zinc,164579,,https://w3id.org/eusoilvoc#Zinc,0.6963,0.7541,True
bodenwasserhaushalt,soil water potential,164601,,https://w3id.org/eusoilvoc#SoilWaterPotential,0.7654,0.8987,True
wasserspeicherfähigkeit,water storage capacity,164604,,https://w3id.org/eusoilvoc#WaterStorageCapacity,0.8945,0.9786,False
landwirtschaft,land use,164611,,https://w3id.org/eusoilvoc#LandUse,0.8573,0.6765,True
landwirtschaftliche bewirtschaftung,land use,164614,,https://w3id.org/eusoilvoc#LandUse,0.8817,0.6275,True
landwirtschaft,land use,164615,,https://w3id.org/eusoilvoc#LandUse,0.8573,0.6765,True
sols,soil,164617,,https://w3id.org/eusoilvoc#Soil,0.9047,0.9441,True
usage des sols,land use,164618,,https://w3id.org/eusoilvoc#LandUse,0.9479,0.9731,True
sol contaminé,soil pollution,164620,,https://w3id.org/eusoilvoc#SoilPollution,0.6801,0.9187,True
arealuri de sol,land cover,164634,,https://w3id.org/eusoilvoc#LandCover,0.8034,0.6185,True
înveliş de sol,soil sealing,164636,,https://w3id.org/eusoilvoc#SoilSealing,0.8837,0.8651,True
calitate a solului,soil quality,164637,,https://w3id.org/eusoilvoc#SoilQuality,0.9647,0.9951,True
bodenkunde,soil,164680,,https://w3id.org/eusoilvoc#Soil,0.8329,0.8028,True
landwirtschaft,land use,164701,,https://w3id.org/eusoilvoc#LandUse,0.8573,0.6765,True
wms,VMC_ud,164703,,https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_ud,0.4856,0.9093,True
wasserspeicherfähigkeit,water storage capacity,164707,,https://w3id.org/eusoilvoc#WaterStorageCapacity,0.8945,0.9786,False
wasserkapazität,water quality,164708,,https://w3id.org/eusoilvoc#WaterQuality,0.8999,0.9751,True
verdunstung,mulching,164735,,https://w3id.org/eusoilvoc#Mulching,0.9209,0.8174,True
natürlicher wasserhaushalt,water quality,164739,,https://w3id.org/eusoilvoc#WaterQuality,0.7897,0.6408,True
bodensystematik,soil structure,164746,,https://w3id.org/eusoilvoc#SoilStructure,0.8209,0.6457,True
ondergrond,soil,164751,,https://w3id.org/eusoilvoc#Soil,0.8448,0.6868,True
landbouw,land use,164752,,https://w3id.org/eusoilvoc#LandUse,0.8226,0.8531,True
totaal aan organische koolstof,soil total carbon,164754,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.6807,0.9501,True
bodem,soil,164758,,https://w3id.org/eusoilvoc#Soil,0.7028,0.6056,True
ondergrond,soil,164762,,https://w3id.org/eusoilvoc#Soil,0.8448,0.6868,True
soil map,soil,164820,,https://w3id.org/eusoilvoc#Soil,0.8809,0.6106,True
bulk soil,bulk density whole soil,164835,,https://w3id.org/eusoilvoc#BulkDensityWholeSoil,0.8871,0.8055,True
avaliable water capacity,available water holding capacity,164847,,https://w3id.org/eusoilvoc#AvailableWaterHoldingCapacity,0.8969,0.6762,True
calcium carbonate,total carbonate equivalent,164850,,https://w3id.org/eusoilvoc#TotalCarbonateEquivalent,0.7412,0.975,True
habitat e biotopi,habitats,164854,,https://w3id.org/eusoilvoc#Habitats,0.8686,0.9035,True
incendio,fog,164855,,https://w3id.org/eusoilvoc#Fog,0.5325,0.6718,True
dienst objecttoegang,provisioning services,164883,,https://w3id.org/eusoilvoc#ProvisioningServices,0.706,0.8112,True
bodem,soil,164890,,https://w3id.org/eusoilvoc#Soil,0.7028,0.6056,True
landgebruik,land use,164894,,https://w3id.org/eusoilvoc#LandUse,0.9825,0.9999,True
habitats en biotopen,habitats,164895,,https://w3id.org/eusoilvoc#Habitats,0.873,0.689,True
bodenauslaugung,soil salinization,164904,,https://w3id.org/eusoilvoc#SoilSalinization,0.7722,0.7358,True
bodenbelastung,soil productivity,164906,,https://w3id.org/eusoilvoc#SoilProductivity,0.8395,0.9191,True
bodenfeuchtigkeit,soil moisture,164911,,https://w3id.org/eusoilvoc#SoilMoisture,0.9014,0.6683,True
bodengestaltung,soil structure,164914,,https://w3id.org/eusoilvoc#SoilStructure,0.7804,0.7064,True
bodennutzbarkeit,soil productivity,164919,,https://w3id.org/eusoilvoc#SoilProductivity,0.7004,0.7505,True
bodeneigenschaften,soil properties,164922,,https://w3id.org/eusoilvoc#SoilProperties,0.7962,0.9873,True
bodenverbreitung,land cover,164928,,https://w3id.org/eusoilvoc#LandCover,0.813,0.7447,True
wastewater reuse,waste disposal,164937,,https://w3id.org/eusoilvoc#WasteDisposal,0.7593,0.7591,True
geografische bezeichnungen,geology,164941,,https://w3id.org/eusoilvoc#Geology,0.651,0.6097,True
bodenbedeckung,land cover,164943,,https://w3id.org/eusoilvoc#LandCover,0.8305,0.8677,True
meteorology,weather,164986,,https://w3id.org/eusoilvoc#Weather,0.9041,0.8487,True
bodemtextuur,soil texture,165005,,https://w3id.org/eusoilvoc#SoilTexture,0.9303,0.9586,True
habitats et biotopes,habitats,165010,,https://w3id.org/eusoilvoc#Habitats,0.871,0.8917,True
arbres,trees,165017,,https://w3id.org/eusoilvoc#Trees,0.989,0.9525,True
uso del suolo,land use,165019,,https://w3id.org/eusoilvoc#LandUse,0.9278,0.8985,True
uso suolo,land use,165025,,https://w3id.org/eusoilvoc#LandUse,0.7049,0.8575,True
drainage,peat drainage,165041,,https://w3id.org/eusoilvoc#PeatDrainage,0.8319,0.6238,True
geography,geology,165046,,https://w3id.org/eusoilvoc#Geology,0.7568,0.7088,True
streek,slope,165050,,https://w3id.org/eusoilvoc#Slope,0.6779,0.8789,True
landbeheer,land use,165054,,https://w3id.org/eusoilvoc#LandUse,0.8517,0.8339,True
bodemgesteldheid,soil properties,165063,,https://w3id.org/eusoilvoc#SoilProperties,0.869,0.8376,True
bodemdegradatie,soil degradation,165068,,https://w3id.org/eusoilvoc#SoilDegradation,0.9483,0.9956,True
bodemstructuur,soil structure,165069,,https://w3id.org/eusoilvoc#SoilStructure,0.8383,0.957,True
bodemgebruik,land use,165074,,https://w3id.org/eusoilvoc#LandUse,0.9255,0.9562,True
bodemverdichting,soil sorption,165079,,https://w3id.org/eusoilvoc#SoilSorption,0.6643,0.6902,True
bodemvruchtbaarheid,soil productivity,165082,,https://w3id.org/eusoilvoc#SoilProductivity,0.8969,0.9637,True
geowissenschaften,geology,165090,,https://w3id.org/eusoilvoc#Geology,0.926,0.9399,True
psff,KSat_calcul-ptf,165096,,https://w3id.org/eusoilvoc#hydraulicConductivityProcedure-KSat_calcul-ptf,0.6175,0.6393,True
datenspeicherung,cation exchange capacity,165120,,https://w3id.org/eusoilvoc#CationExchangeCapacity,0.4336,0.6504,True
datenaustausch,cation exchange,165122,,https://w3id.org/eusoilvoc#CationExchange,0.5674,0.9184,False
bodenschicht,soil structure,165129,,https://w3id.org/eusoilvoc#SoilStructure,0.8112,0.7776,True
bodenfeuchtigkeit,soil moisture,165133,,https://w3id.org/eusoilvoc#SoilMoisture,0.9014,0.6683,True
wasserspeicherung,water storage capacity,165134,,https://w3id.org/eusoilvoc#WaterStorageCapacity,0.8409,0.918,False
speicherfähigkeit,water storage capacity,165135,,https://w3id.org/eusoilvoc#WaterStorageCapacity,0.6547,0.6748,False
bodenbelastung,soil productivity,165137,,https://w3id.org/eusoilvoc#SoilProductivity,0.8395,0.9191,True
schwermetall,cadmium total elements,165143,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.6451,0.6467,True
occupation des terres,land use,165167,,https://w3id.org/eusoilvoc#LandUse,0.8698,0.9796,True
využitie územia,land use,165174,,https://w3id.org/eusoilvoc#LandUse,0.87,0.8282,True
bodenbedeckung,land cover,165194,,https://w3id.org/eusoilvoc#LandCover,0.8305,0.8677,True
oltrepò,slope,165234,,https://w3id.org/eusoilvoc#Slope,0.8729,0.6866,True
resurse minerale,mineral contents,165249,,https://w3id.org/eusoilvoc#MineralContents,0.9236,0.7694,True
utilizarea terenului,land use,165257,,https://w3id.org/eusoilvoc#LandUse,0.9759,0.9935,True
elevazione,slope,165266,,https://w3id.org/eusoilvoc#Slope,0.8278,0.6627,True
incendi,runoff,165269,,https://w3id.org/eusoilvoc#Runoff,0.5098,0.6143,True
bodenfeuchtigkeit,soil moisture,166720,,https://w3id.org/eusoilvoc#SoilMoisture,0.9014,0.6683,True
carbone organique,soil organic carbon,165283,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.9134,0.9223,True
carbone organique total,soil total carbon,165291,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.7184,0.9899,True
matière organique,soil organic matter,165294,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8794,0.8623,True
culture,cultural services,165300,,https://w3id.org/eusoilvoc#CulturalServices,0.8702,0.9232,True
cos,soil organic carbon,165315,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8174,0.8335,True
teneur en carbone,soil carbon density,165319,,https://w3id.org/eusoilvoc#SoilCarbonDensity,0.607,0.7951,True
foreste e uso del suolo,land use forests,165338,,https://w3id.org/eusoilvoc#LandUseForests,0.8843,0.8487,True
bodenkohlenstoff,soil pollution,165349,,https://w3id.org/eusoilvoc#SoilPollution,0.7212,0.8639,True
componente geologica,geology,165360,,https://w3id.org/eusoilvoc#Geology,0.932,0.8399,True
liquefazione,mulching,165369,,https://w3id.org/eusoilvoc#Mulching,0.6638,0.734,True
půda,soil,166726,,https://w3id.org/eusoilvoc#Soil,0.889,0.8029,True
půda,soil,166728,,https://w3id.org/eusoilvoc#Soil,0.889,0.8029,True
typ půdní,soil types,166729,,https://w3id.org/eusoilvoc#SoilTypes,0.9602,0.6646,True
sealing,soil sealing,165444,,https://w3id.org/eusoilvoc#SoilSealing,0.6827,0.861,True
habitats and biotopes,habitats,165449,,https://w3id.org/eusoilvoc#Habitats,0.8558,0.7657,True
forest,land use forests,165450,,https://w3id.org/eusoilvoc#LandUseForests,0.7609,0.6931,True
forest biodiversity,land use forests,165455,,https://w3id.org/eusoilvoc#LandUseForests,0.7024,0.8301,True
water,water quality,165458,,https://w3id.org/eusoilvoc#WaterQuality,0.909,0.6556,True
soil fertilisation,soil productivity,165477,,https://w3id.org/eusoilvoc#SoilProductivity,0.8742,0.9779,True
soil map,soil,165478,,https://w3id.org/eusoilvoc#Soil,0.8809,0.6106,True
ph-value,soil pH,165482,,https://w3id.org/eusoilvoc#SoilpH,0.6454,0.741,True
total organic carbon,soil total carbon,165484,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.7138,0.9946,True
land,land use,165502,,https://w3id.org/eusoilvoc#LandUse,0.8241,0.8113,True
salinization,soil salinization,165506,,https://w3id.org/eusoilvoc#SoilSalinization,0.731,0.9895,True
soil contamination,soil pollution,165512,,https://w3id.org/eusoilvoc#SoilPollution,0.9196,0.9928,True
půda,soil,166750,,https://w3id.org/eusoilvoc#Soil,0.889,0.8029,True
bodenbeschaffenheit,soil properties,166755,,https://w3id.org/eusoilvoc#SoilProperties,0.8006,0.9128,True
bodenartenschichtung,soil sorption,166758,,https://w3id.org/eusoilvoc#SoilSorption,0.8154,0.8235,True
zaštita šuma,conservation tillage,166769,,https://w3id.org/eusoilvoc#ConservationTillage,0.7092,0.7335,True
habitats and biotopes,habitats,166773,,https://w3id.org/eusoilvoc#Habitats,0.8558,0.7657,True
available water storage capacity,available water holding capacity,166776,,https://w3id.org/eusoilvoc#AvailableWaterHoldingCapacity,0.8882,0.9957,True
heavy metal,cadmium total elements,166796,,https://w3id.org/eusoilvoc#CadmiumTotalElements,0.6034,0.8602,True
pollution,soil pollution,166799,,https://w3id.org/eusoilvoc#SoilPollution,0.8441,0.818,True
grunnforurensning,soil pollution,166814,,https://w3id.org/eusoilvoc#SoilPollution,0.8477,0.7058,True
landform,major land forms,166815,,https://w3id.org/eusoilvoc#MajorLandForms,0.8041,0.9953,True
subsoil reference bulk density,bulk density mineral,165608,,https://w3id.org/eusoilvoc#BulkDensityMineral,0.625,0.985,True
bodenkunde,soil,165625,,https://w3id.org/eusoilvoc#Soil,0.8329,0.8028,True
bodennutzbarkeit,soil productivity,165626,,https://w3id.org/eusoilvoc#SoilProductivity,0.7004,0.7505,True
bodenschicht,soil structure,165629,,https://w3id.org/eusoilvoc#SoilStructure,0.8112,0.7776,True
bodenstruktur,soil structure,165631,,https://w3id.org/eusoilvoc#SoilStructure,0.9024,0.9443,True
peat extraction,peat,165682,,https://w3id.org/eusoilvoc#Peat,0.7915,0.6837,True
maankäyttö,land use,165685,,https://w3id.org/eusoilvoc#LandUse,0.9614,0.9678,True
suot,silt,165692,,https://w3id.org/eusoilvoc#Silt,0.8814,0.9432,True
peatlands,peat,165694,,https://w3id.org/eusoilvoc#Peat,0.8968,0.8475,True
peatland,peat,165705,,https://w3id.org/eusoilvoc#Peat,0.8109,0.7874,True
saturated soil water content,soil moisture,165710,,https://w3id.org/eusoilvoc#SoilMoisture,0.9437,0.7431,True
geovetenskap,geology,165722,,https://w3id.org/eusoilvoc#Geology,0.9247,0.87,True
miljö,climate,165723,,https://w3id.org/eusoilvoc#Climate,0.7969,0.6555,True
wasserkapazität,water quality,165763,,https://w3id.org/eusoilvoc#WaterQuality,0.8999,0.9751,True
naturgefahr,environmental factors,165779,,https://w3id.org/eusoilvoc#EnvironmentalFactors,0.7772,0.6785,True
subsoil ph (h2o),pHH2O_ratio1-2.5,165798,,https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2.5,0.6805,0.7536,True
copertura-del-suolo,land cover,165839,,https://w3id.org/eusoilvoc#LandCover,0.8255,0.9512,True
permeabilità,soil permeability,165846,,https://w3id.org/eusoilvoc#SoilPermeability,0.6431,0.9736,True
soil characteristic,soil properties,169464,,https://w3id.org/eusoilvoc#SoilProperties,0.9613,0.9972,True
forestale,land use forests,165884,,https://w3id.org/eusoilvoc#LandUseForests,0.7324,0.6747,True
consumo-di-suolo,land use,165900,,https://w3id.org/eusoilvoc#LandUse,0.6191,0.9064,True
lambro,slope,165902,,https://w3id.org/eusoilvoc#Slope,0.7721,0.6525,True
soildepth,soil depth,165907,,https://w3id.org/eusoilvoc#SoilDepth,0.9968,0.9997,True
soil-water-index,soil moisture,165915,,https://w3id.org/eusoilvoc#SoilMoisture,0.835,0.9257,True
stem,slope,166885,,https://w3id.org/eusoilvoc#Slope,0.746,0.6189,True
temperature,climate,165940,,https://w3id.org/eusoilvoc#Climate,0.8469,0.6987,True
bodennutzbarkeit,soil productivity,165964,,https://w3id.org/eusoilvoc#SoilProductivity,0.7004,0.7505,True
bodeneigenschaften,soil properties,165969,,https://w3id.org/eusoilvoc#SoilProperties,0.7962,0.9873,True
bodengestaltung,soil structure,165970,,https://w3id.org/eusoilvoc#SoilStructure,0.7804,0.7064,True
bodenauslaugung,soil salinization,165974,,https://w3id.org/eusoilvoc#SoilSalinization,0.7722,0.7358,True
bodensystematik,soil structure,165977,,https://w3id.org/eusoilvoc#SoilStructure,0.8209,0.6457,True
irrigated farming,irrigation,166015,,https://w3id.org/eusoilvoc#Irrigation,0.7487,0.6488,True
zuurtegraad,slope,166028,,https://w3id.org/eusoilvoc#Slope,0.6818,0.7744,True
mineralogische-samenstelling,mineral contents,166034,,https://w3id.org/eusoilvoc#MineralContents,0.8531,0.828,True
wms,VMC_ud,166037,,https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_ud,0.4856,0.9093,True
soil hydraulic properties,soil hydraulic conductivity,166049,,https://w3id.org/eusoilvoc#SoilHydraulicConductivity,0.926,0.8657,True
soil physics,soil,166050,,https://w3id.org/eusoilvoc#Soil,0.9055,0.9722,True
soil organic carbon (soc) stock,soil organic carbon,166063,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8903,0.993,True
bodengüte,soil texture,166906,,https://w3id.org/eusoilvoc#SoilTexture,0.8593,0.7224,True
bodengefüge,land cover,166909,,https://w3id.org/eusoilvoc#LandCover,0.8881,0.7767,True
terremoto,inundation,166097,,https://w3id.org/eusoilvoc#Inundation,0.5234,0.6997,True
geologi,geology,166103,,https://w3id.org/eusoilvoc#Geology,0.9748,0.9979,True
sand content,fine sand,166110,,https://w3id.org/eusoilvoc#FineSand,0.9187,0.9549,True
géologie,geology,166916,,https://w3id.org/eusoilvoc#Geology,1.0,0.9994,True
cum mo,soil organic matter,166168,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.7711,0.6745,True
soilcare,soil health,166923,,https://w3id.org/eusoilvoc#SoilHealth,0.834,0.665,True
forest cover,land use forests,166198,,https://w3id.org/eusoilvoc#LandUseForests,0.7105,0.8555,True
tree stem,trees,166249,,https://w3id.org/eusoilvoc#Trees,0.8619,0.966,True
soil co2,soil total carbon,166259,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.7938,0.9744,True
sandy soils,soil sand contents,166262,,https://w3id.org/eusoilvoc#SoilSandContents,0.9441,0.6558,False
clay soils,soil clay mineralogy,166264,,https://w3id.org/eusoilvoc#SoilClayMineralogy,0.9342,0.9893,False
geologici,geology,166290,,https://w3id.org/eusoilvoc#Geology,0.9471,0.9885,True
bakterijske celice,microorganisms,166314,,https://w3id.org/eusoilvoc#Microorganisms,0.8014,0.7551,True
érosion-des-sols,soil erosion,166935,,https://w3id.org/eusoilvoc#SoilErosion,0.8177,0.9941,True
microbiomes,microorganisms,166351,,https://w3id.org/eusoilvoc#Microorganisms,0.9583,0.6057,True
soil bacteria,soil microfauna,166352,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.9362,0.8274,True
soil fungi,soil microfauna,166353,,https://w3id.org/eusoilvoc#SoilMicrofauna,0.7928,0.712,True
yield (agricultural),crop yield,166357,,https://w3id.org/eusoilvoc#CropYield,0.8663,0.7463,True
crops,crop class,166949,,https://w3id.org/eusoilvoc#CropClass,0.8425,0.6789,True
mullastik,soil texture,166376,,https://w3id.org/eusoilvoc#SoilTexture,0.9058,0.678,True
mullalõimis,soil sealing,166382,,https://w3id.org/eusoilvoc#SoilSealing,0.9041,0.8222,True
sealing,soil sealing,166385,,https://w3id.org/eusoilvoc#SoilSealing,0.6827,0.861,True
carbonio-organico,soil organic carbon,166955,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8771,0.6122,True
erosion;,soil erosion,166418,,https://w3id.org/eusoilvoc#SoilErosion,0.9799,0.6842,True
soil formation;,soil structure,166420,,https://w3id.org/eusoilvoc#SoilStructure,0.8838,0.7186,True
agricultural soils;,soil agricultural functions,166421,,https://w3id.org/eusoilvoc#SoilAgriculturalFunctions,0.9192,0.884,False
air pollution,air quality,166427,,https://w3id.org/eusoilvoc#AirQuality,0.8837,0.8515,True
système de culture,cultural services,166477,,https://w3id.org/eusoilvoc#CulturalServices,0.6905,0.8604,True
poroelasticity,textural porosity,166498,,https://w3id.org/eusoilvoc#TexturalPorosity,0.7625,0.8371,False
kationenaustauschverhältnisse,cation exchange capacity,166523,,https://w3id.org/eusoilvoc#CationExchangeCapacity,0.8551,0.7739,True
höhe,slope,166530,,https://w3id.org/eusoilvoc#Slope,0.8066,0.8934,True
abundance,mottle abundance,166538,,https://w3id.org/eusoilvoc#MottleAbundance,0.7261,0.7878,True
conventional tillage,conservation tillage,166542,,https://w3id.org/eusoilvoc#ConservationTillage,0.485,0.9267,True
ombreggiatura,mulching,166554,,https://w3id.org/eusoilvoc#Mulching,0.8394,0.8619,True
adsorptionsvermögen,cation exchange capacity,166570,,https://w3id.org/eusoilvoc#CationExchangeCapacity,0.64,0.6781,True
carbone-organique-total,soil total carbon,167008,,https://w3id.org/eusoilvoc#SoilTotalCarbon,0.6669,0.9299,True
carbone-organique,soil organic carbon,167011,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,0.8874,0.7709,True
matière-organique,soil organic matter,167013,,https://w3id.org/eusoilvoc#SoilOrganicMatter,0.8392,0.6694,True
culture,cultural services,167014,,https://w3id.org/eusoilvoc#CulturalServices,0.8702,0.9232,True
biologie-du-sol,soil,167016,,https://w3id.org/eusoilvoc#Soil,0.5872,0.91,True
sols,soil,167021,,https://w3id.org/eusoilvoc#Soil,0.9047,0.9441,True
geologi,geology,167055,,https://w3id.org/eusoilvoc#Geology,0.9748,0.9979,True
delfstoffen,salts,167068,,https://w3id.org/eusoilvoc#Salts,0.7313,0.7815,True
klimaat,climate,167070,,https://w3id.org/eusoilvoc#Climate,0.9919,0.9984,True
plant available phosphorus,phosphorus total elements,167075,,https://w3id.org/eusoilvoc#PhosphorusTotalElements,0.8108,0.9899,True
available-field-capacity,available water holding capacity,167101,,https://w3id.org/eusoilvoc#AvailableWaterHoldingCapacity,0.4984,0.9837,True
soil-physics,soil physical properties,167102,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,0.9232,0.9701,True
land-use,land use,167279,,https://w3id.org/eusoilvoc#LandUse,0.9591,0.9998,True
saturation,base saturation,167160,,https://w3id.org/eusoilvoc#BaseSaturation,0.7226,0.7465,True
bodenschicht,soil structure,167173,,https://w3id.org/eusoilvoc#SoilStructure,0.8112,0.7776,True
bodem,soil,167218,,https://w3id.org/eusoilvoc#Soil,0.7028,0.6056,True
landgebruik,land use,167219,,https://w3id.org/eusoilvoc#LandUse,0.9825,0.9999,True
climats,climate,167233,,https://w3id.org/eusoilvoc#Climate,0.979,0.9833,True
land-cover,land cover,167281,,https://w3id.org/eusoilvoc#LandCover,0.9073,0.9999,True
